bed,bath,square,city,price,year_built,home_type
2.0,1,1095,None,4121.0,,
3.0,1,1095,None,6302.0,,
3.0,1.0,1300.0,Jersey City,1750.0,,
1.0,1.0,1027,Jersey City,1900.0,,
1.0,1.0,800.0,Jersey City,1750.0,1,APARTMENT
2.0,1.5,900.0,Jersey City,2800.0,1,APARTMENT
2.0,1.0,780.0,Jersey City,1500.0,1,APARTMENT
3.0,2.0,1300.0,Jersey City,2700.0,2005,APARTMENT
4.0,1.5,1500.0,Jersey City,2300.0,1,SINGLE_FAMILY
0.0,1,1095,None,2925.0,,
1.0,1,1095,None,2680.0,,
2.0,1,1095,None,4295.0,,
2.0,1.5,815,Jersey City,2262.0,1,APARTMENT
1.0,1.0,675.0,Jersey City,1750.0,1,APARTMENT
2.0,2.0,650.0,Jersey City,2850.0,1,APARTMENT
0.0,1,1095,None,2250.0,,
1.0,1,1095,None,2875.0,,
2.0,1,1095,None,4200.0,,
3.0,2.0,1110.0,Jersey City,1850.0,1,APARTMENT
2.0,1.0,681,Jersey City,1600.0,1,APARTMENT
1.0,1.0,600.0,Jersey City,2000.0,1,APARTMENT
4.0,1.0,2260.0,Jersey City,1950.0,1,APARTMENT
1.0,1.0,550.0,Jersey City,975.0,,
1.0,1.0,720.0,Jersey City,2450.0,,
2.0,1,1095,None,1675.0,,
2.0,1.0,650.0,JERSEY CITY,2500.0,1925,CONDO
2.0,2.0,1371.0,Jersey City,2100.0,2010,APARTMENT
0.0,1,1095,None,2750.0,,
2.0,1,1095,None,4495.0,,
1.0,1.0,986,Jersey City,2825.0,1,APARTMENT
1.0,1.0,802,Jersey City,1395.0,1,MULTI_FAMILY
0.0,1,1095,None,2475.0,,
2.0,1,1095,None,3975.0,,
0.0,1,1095,None,2429.0,,
1.0,1,1095,None,2968.0,,
2.0,1,1095,None,3993.0,,
3.0,1,1095,None,5153.0,,
2.0,1,1095,None,4315.0,,
3.0,1,1095,None,6800.0,,
1.0,1.0,700.0,Jersey City,1450.0,1,APARTMENT
1.0,1.0,550.0,Jersey City,1595.0,,
1.0,1.0,650.0,Jersey City,1350.0,1,MULTI_FAMILY
1.0,1.0,550.0,Jersey City,1595.0,,
2.0,2.0,990.0,Jersey City,4495.0,1,APARTMENT
2.0,2.0,776.0,Jersey City,2200.0,1,CONDO
3.0,1.0,1000.0,Jersey City,1900.0,1,APARTMENT
1.0,1,1095,None,3134.0,,
2.0,1,1095,None,3495.0,,
2.0,2.0,1100.0,Jersey City,4595.0,1,APARTMENT
2.0,1.0,725.0,Jersey City,1525.0,1,APARTMENT
2.0,2.0,990.0,Jersey City,4795.0,1,APARTMENT
3.0,2.0,1300.0,Jersey City,3800.0,1,APARTMENT
3.0,3.0,1800.0,Jersey City,2700.0,1,APARTMENT
1.0,1.0,650.0,Jersey City,1450.0,1,APARTMENT
1.0,1.0,625.0,Jersey City,1650.0,,
1.0,1.0,930,Jersey City,2800.0,1,APARTMENT
3.0,2.0,615,Jersey City,3600.0,1,APARTMENT
2.0,2.0,1430.0,Jersey City,3000.0,,
2.0,2.0,1430.0,Jersey City,3000.0,1,APARTMENT
2.0,2.0,1100.0,Jersey City,4845.0,1,APARTMENT
2.0,1.0,1038,Jersey City,1750.0,1924,APARTMENT
2.0,1.0,715,Jersey City,1700.0,1,APARTMENT
3.0,2.0,708,Jersey City,2400.0,1,APARTMENT
2.0,1.0,1024,Jersey City,1400.0,1,TOWNHOUSE
3.0,1.0,900.0,JERSEY CITY,1895.0,1,APARTMENT
2.0,1.0,875,Jersey City,1699.0,1,APARTMENT
3.0,1.5,1500.0,Jersey City,2299.0,1,APARTMENT
1.0,1.0,765,Jersey City,1502.0,1,APARTMENT
2.0,1.0,700.0,Jersey City,1600.0,1,APARTMENT
2.0,2.0,640,Jersey City,1650.0,1,APARTMENT
1.0,1.0,844.0,Jersey City,2430.0,1,APARTMENT
1.0,1.0,600.0,Jersey City,2400.0,1,APARTMENT
1.0,1.0,725.0,Jersey City,2235.0,1,APARTMENT
2.0,1.0,772,Jersey City,1544.0,,
3.0,1,1095,None,1599.0,,
1.0,1,1095,None,1395.0,,
2.0,1,1095,None,1695.0,,
3.0,1,1095,None,1895.0,,
1.0,1.0,1009,Jersey City,1650.0,1,APARTMENT
3.0,1,1095,None,3000.0,,
2.0,1.0,700.0,Jersey City,1650.0,1,APARTMENT
1.0,1.0,655.0,Jersey City,1950.0,1,APARTMENT
4.0,1.0,1000.0,Jersey City,1550.0,,
2.0,1.0,950.0,Jersey City,1995.0,1,APARTMENT
1.0,1.0,750.0,Jersey City,1600.0,1,APARTMENT
3.0,1.0,1300.0,Jersey City,1850.0,,
1.0,1.0,700.0,Jersey City,1700.0,1,MULTI_FAMILY
0.0,1,1095,None,1795.0,,
1.0,1,1095,None,2095.0,,
2.0,1,1095,None,2795.0,,
2.0,1.0,733,Jersey City,1725.0,1,APARTMENT
2.0,1.0,950.0,Jersey City,1995.0,2017,APARTMENT
2.0,1.5,800.0,Jersey City,2450.0,1,APARTMENT
1.0,1.0,725.0,Jersey City,2095.0,,
3.0,1.0,628,Jersey City,2000.0,,
3.0,2.0,2500.0,Jersey City,2300.0,1,APARTMENT
1.0,1.0,1056,Jersey City,1450.0,1,APARTMENT
1.0,1.0,604,Jersey City,1465.0,1,APARTMENT
2.0,1.0,759,Jersey City,1650.0,1,APARTMENT
2.0,1.0,803,Jersey City,1995.0,1,APARTMENT
2.0,1.0,937,Jersey City,1475.0,1,APARTMENT
1.0,1.0,930,JERSEY CITY,1595.0,1,APARTMENT
2.0,1.0,804,Jersey City,1795.0,1,APARTMENT
2.0,1,1095,None,3300.0,,
1.0,1.0,750.0,JERSEY CITY,1375.0,,
2.0,1.0,968,Jersey City,1895.0,1,APARTMENT
4.0,2.0,846.0,Jersey City,1800.0,,
1.0,1.0,1051,JERSEY CITY,1200.0,,
3.0,1,1095,None,2550.0,,
2.0,2.0,671.0,Jersey City,1895.0,1,APARTMENT
1.0,1,1095,None,1475.0,,
1.0,1.0,1037,Jersey City,1450.0,1,APARTMENT
1.0,1.0,614,Jersey City,1450.0,1,APARTMENT
4.0,1.0,1073,Jersey City,2200.0,1,MULTI_FAMILY
2.0,1.0,911,Jersey City,1700.0,1,APARTMENT
2.0,1.0,800.0,Jersey City,2600.0,1900,APARTMENT
1.0,1.0,650.0,Jersey City,1450.0,1,APARTMENT
2.0,1.0,1044,Jersey City,1780.0,1,APARTMENT
1.0,1.0,700.0,JERSEY CITY,1450.0,1,APARTMENT
2.0,2.0,1000.0,Jersey City,2750.0,1,MULTI_FAMILY
1.0,1.0,630.0,Jersey City,1725.0,1,MULTI_FAMILY
1.0,1,1095,None,1725.0,,
3.0,2.0,1560.0,Jersey City,3000.0,1,APARTMENT
1.0,1.0,629.0,Jersey City,1366.0,1,APARTMENT
2.0,2.0,1300.0,Jersey City,1675.0,,
1.0,1.0,532.0,Jersey City,956.0,1,MULTI_FAMILY
1.0,1,1095,None,1900.0,,
3.0,2.0,1304.0,Jersey City,5640.0,,
2.0,1.0,990.0,Jersey City,1840.0,1,APARTMENT
2.0,1.0,811,Jersey City,1650.0,1,APARTMENT
2.0,1.0,1000.0,Jersey City,1750.0,1,APARTMENT
2.0,1.0,811,JERSEY CITY,1700.0,1,APARTMENT
2.0,1.0,650.0,JERSEY CITY,1300.0,1878,APARTMENT
2.0,1.0,1450.0,JERSEY CITY,2700.0,,
2.0,1.0,805,Jersey City,1400.0,,
1.0,1.5,670.0,Jersey City,2100.0,,
3.0,1.0,1600.0,Jersey City,1600.0,,
2.0,2.0,1151.0,Jersey City,2975.0,,
1.0,1.0,883,Jersey City,1567.0,1,APARTMENT
2.0,2.0,1111.0,Jersey City,3005.0,,
1.0,1.0,725.0,Jersey City,2235.0,,
1.0,1.0,673.0,Jersey City,2205.0,,
3.0,2.0,1241.0,Jersey City,4305.0,,
2.0,1.0,908,JERSEY CITY,2800.0,,
1.0,1.0,827.0,Jersey City,2773.0,,
1.0,1.0,684.0,Jersey City,2576.0,,
1.0,1.0,1042,Jersey City,1566.0,,
2.0,2.0,1048.0,Jersey City,3470.0,,
2.0,1.0,1016,Jersey City,1725.0,,
2.0,2.0,958.0,Jersey City,2795.0,,
1.0,1.0,873,Jersey City,1200.0,,
2.0,2.0,1015.0,Jersey City,2895.0,,
2.0,1.0,942,Jersey City,1400.0,,
1.0,1.0,723.0,Jersey City,2195.0,,
1.0,2.0,990.0,Jersey City,2395.0,,
1.0,1.0,739.0,Jersey City,3140.0,,
1.0,1.0,760.0,Jersey City,3085.0,,
2.0,2.0,1078.0,Jersey City,4565.0,,
1.0,1.0,746.0,Jersey City,3205.0,,
3.0,2.0,1304.0,Jersey City,5600.0,,
1.0,1.0,902.0,Jersey City,3500.0,,
1.0,1.0,902.0,Jersey City,3495.0,,
2.0,1.0,750.0,Jersey City,2650.0,,
1.0,1.0,755,Jersey City,2300.0,,
2.0,1.0,673,Jersey City,1300.0,,
2.0,1.0,832,JERSEY CITY,1750.0,,
2.0,1,1095,None,1295.0,,
4.0,3.0,2300.0,Jersey City,2950.0,,
2.0,1.5,1081,Jersey City,2200.0,,
1.0,1.0,980.0,JERSEY CITY,1885.0,,
1.0,1.0,720.0,Jersey City,2450.0,,
2.0,1.0,617,Jersey City,1615.0,,
3.0,1,1095,None,1425.0,,
3.0,2.0,1154.0,Jersey City,2350.0,,
1.0,1.0,750.0,Jersey City,2600.0,,
1.0,1,1095,None,1950.0,,
2.0,1,1095,None,2350.0,,
2.0,2.0,1045.0,Jersey City,4130.0,,
0.0,1,1095,None,1950.0,,
1.0,1,1095,None,2300.0,,
2.0,1.0,839.0,Jersey City,3825.0,,
1.0,1.0,692.0,Jersey City,3050.0,,
2.0,2.0,1133.0,Jersey City,4995.0,,
1.0,1.0,685.0,Jersey City,3170.0,,
2.0,2.0,1181.0,Jersey City,4850.0,,
1.0,1.0,696.0,Jersey City,3350.0,,
2.0,1.0,725,Jersey City,1550.0,,
1.0,1.0,794.0,Jersey City,3195.0,,
1.0,1.0,574.0,Jersey City,2975.0,,
3.0,2.5,1477.0,Jersey City,5645.0,,
2.0,1.0,995.0,Jersey City,1850.0,,
3.0,2.0,1232.0,Jersey City,5295.0,,
3.0,2.0,1908.0,Jersey City,6750.0,,
2.0,2.0,1010.0,Jersey City,3995.0,,
1.0,1,1095,None,2350.0,,
1.0,2.0,990.0,Jersey City,3595.0,,
1.0,1.5,650.0,Jersey City,1000.0,,
1.0,2.0,966.0,Jersey City,3895.0,,
1.0,1.0,650.0,Jersey City,2200.0,,
3.0,1.0,1400.0,Jersey City,1530.0,,
2.0,2.0,1510.0,Jersey City,2900.0,,
1.0,1.0,750.0,Jersey City,1700.0,,
3.0,2.0,1241.0,Jersey City,4305.0,,
2.0,2.0,1048.0,Jersey City,3470.0,,
1.0,1.0,827.0,Jersey City,2773.0,,
1.0,1,1095,None,1500.0,,
2.0,2.0,1015.0,Jersey City,2895.0,,
1.0,1.0,684.0,Jersey City,2576.0,,
1.0,1,1095,None,1950.0,,
2.0,1,1095,None,2350.0,,
1.0,2.0,990.0,Jersey City,2395.0,,
1.0,1.0,723.0,Jersey City,2195.0,,
1.0,1.0,700.0,JERSEY CITY,1200.0,,
1.0,1.0,750.0,Jersey City,2300.0,,
1.0,1,1095,None,1503.0,,
2.0,2.0,1078.0,Jersey City,4565.0,,
1.0,1.0,1000.0,JERSEY CITY,1250.0,,
1.0,1.0,746.0,Jersey City,3205.0,,
1.0,1.0,760.0,Jersey City,3085.0,,
2.0,1.0,600.0,Jersey City,4750.0,,
1.0,1.0,739.0,Jersey City,3140.0,,
1.0,1,1095,None,1295.0,,
2.0,1.0,1180.0,Jersey City,5500.0,,
2.0,1,1095,None,1700.0,,
1.0,1.0,725.0,Jersey City,2235.0,,
1.0,1.0,673.0,Jersey City,2205.0,,
2.0,2.0,1151.0,Jersey City,2975.0,,
2.0,1.0,800.0,Union City,2500.0,,
3.0,2.0,1304.0,Jersey City,5600.0,,
3.0,2.0,1304.0,Jersey City,5640.0,,
1.0,1.0,902.0,Jersey City,3500.0,,
1.0,1.0,902.0,Jersey City,3495.0,,
2.0,2.0,1111.0,Jersey City,3005.0,,
2.0,2.0,1133.0,Jersey City,4995.0,,
2.0,2.0,1181.0,Jersey City,4850.0,,
1.0,1.0,685.0,Jersey City,3170.0,,
1.0,1.0,696.0,Jersey City,3350.0,,
4.0,3.0,1622.0,JERSEY CITY,4195.0,,
1.0,1.0,680.0,Jersey City,3080.0,,
1.0,1.0,794.0,Jersey City,3195.0,,
1.0,1.0,574.0,Jersey City,2975.0,,
2.0,1.0,839.0,Jersey City,3825.0,,
2.0,2.0,1200.0,Jersey City,3000.0,,
2.0,2.0,1050.0,Jersey City,2625.0,,
2.0,2.0,1111.0,Jersey City,3015.0,,
1.0,1.0,725.0,Jersey City,2235.0,,
2.0,2.0,1151.0,Jersey City,2975.0,,
2.0,2.0,1111.0,Jersey City,3005.0,,
1.0,1,1095,None,2100.0,,
1.0,1.0,712.0,Jersey City,2270.0,,
1.0,1.0,728.0,Jersey City,2245.0,,
1.0,1.0,715.0,Jersey City,2280.0,,
1.0,1.0,711.0,Jersey City,2265.0,,
1.0,1.0,673.0,Jersey City,2205.0,,
2.0,1,1095,None,1495.0,,
2.0,1.0,1100.0,Jersey City,1395.0,,
2.0,1,1095,None,1545.0,,
2.0,1,1095,None,1450.0,,
1.0,1,1095,None,1275.0,,
2.0,1,1095,None,1325.0,,
3.0,1,1095,None,1475.0,,
1.0,1.0,700.0,Jersey City,2550.0,,
1.0,1.0,602,Jersey City,2250.0,,
1.0,1.0,570.0,Jersey City,1995.0,,
2.0,1,1095,None,1675.0,,
3.0,2.0,1100.0,Jersey City,2200.0,,
1.0,1.5,707.0,Jersey City,2700.0,,
2.0,1.0,1200.0,Jersey City,1600.0,,
1.0,2.0,960.0,Jersey City,2495.0,,
1.0,2.0,990.0,Jersey City,2395.0,,
1.0,1.0,750.0,Jersey City,2100.0,,
1.0,1.0,789.0,Jersey City,2395.0,,
1.0,1.0,723.0,Jersey City,2195.0,,
3.0,1.0,1200.0,Jersey City,1550.0,,
1.0,1.0,700.0,JERSEY CITY,1900.0,,
1.0,1.0,730.0,JERSEY CITY,1995.0,,
0.0,1,1095,None,2600.0,,
1.0,1,1095,None,2750.0,,
3.0,1.0,936,JERSEY CITY,1500.0,,
1.0,1.0,683.0,Jersey City,2420.0,,
1.0,1.0,700.0,Jersey City,1900.0,,
1.0,1,1095,None,1395.0,,
1.0,1.0,625.0,Jersey City,1450.0,,
1.0,1.0,680.0,Jersey City,1900.0,,
1.0,1,1095,None,1395.0,,
3.0,1.0,875.0,JERSEY CITY,1600.0,,
1.0,1,1095,None,1395.0,,
1.0,1,1095,None,1725.0,,
2.0,1,1095,None,2125.0,,
3.0,1,1095,None,1550.0,,
1.0,1.0,744,Jersey City,1200.0,,
2.0,1.0,870,Jersey City,1500.0,,
3.0,2.0,1011,Union City,2300.0,1,APARTMENT
2.0,1.0,1100.0,Union City,2000.0,1,APARTMENT
1.0,1.0,1060,Union City,1375.0,1,APARTMENT
2.0,2.0,1134.0,Union City,2200.0,,
3.0,1.0,1000.0,Union City,1975.0,1,APARTMENT
1.0,1.0,1069,Union City,1425.0,1,MULTI_FAMILY
4.0,3.0,2000.0,UNION CITY,3195.0,1897,APARTMENT
2.0,1.5,684.0,UNION CITY,3250.0,1880,SINGLE_FAMILY
2.0,0.5,803,Union City,1495.0,1,MULTI_FAMILY
1.0,1.0,1009,Union City,1350.0,1,MULTI_FAMILY
4.0,1.0,1200.0,UNION CITY,2500.0,1898,APARTMENT
1.0,1.0,700.0,Union City,1839.0,,
3.0,1.0,2864.0,UNION CITY,2500.0,1900,APARTMENT
3.0,2.0,1300.0,Union City,2600.0,1,APARTMENT
1.0,1,1095,None,1650.0,,
3.0,1,1095,None,2400.0,,
1.0,1.0,513.0,Union City,1250.0,1910,APARTMENT
2.0,1.0,1027,Union City,1850.0,,
2.0,1.0,600.0,Union City,1650.0,,
1.0,1.0,950,Union City,1650.0,,
3.0,1.0,1300.0,Union City,2100.0,1,APARTMENT
1.0,1.0,650.0,Union City,2550.0,1,CONDO
1.0,1,1095,None,1350.0,,
2.0,1.0,939,Union City,1850.0,2015,MULTI_FAMILY
3.0,1.0,748,Union City,2800.0,1,APARTMENT
1.0,1.0,1079,Union City,1350.0,1,APARTMENT
2.0,1.0,725,Union City,1450.0,1,MULTI_FAMILY
2.0,1.0,800.0,Union City,1850.0,1,APARTMENT
3.0,1.0,980.0,Union City,1845.0,1970,APARTMENT
3.0,1.0,2700.0,UNION CITY,1995.0,1892,MULTI_FAMILY
1.0,1.0,939,Union City,1395.0,1,APARTMENT
3.0,1.0,810,Union City,2300.0,1,APARTMENT
1.0,1.0,1760.0,Union City,1550.0,1,APARTMENT
3.0,1.0,905,Union City,2200.0,1,MULTI_FAMILY
1.0,1,1095,None,2100.0,,
2.0,1,1095,None,2250.0,,
2.0,1.0,1200.0,Union City,2285.0,1,MULTI_FAMILY
2.0,1,1095,None,1595.0,,
3.0,1,1095,None,2295.0,,
2.0,1,1095,None,1850.0,,
2.0,1,1095,None,1925.0,,
1.0,1.0,750.0,Union City,1345.0,,
3.0,3.0,1529.0,Union City,2700.0,1,APARTMENT
1.0,1.0,600.0,Union City,1395.0,,
1.0,1.5,636,Union City,1250.0,1,MULTI_FAMILY
2.0,1.0,1000.0,Union City,1900.0,1,APARTMENT
1.0,1.0,945,Union City,1175.0,,
2.0,2.0,1030.0,Union City,2475.0,,
2.0,1.0,1087,Union City,1550.0,1,APARTMENT
2.0,1.0,750.0,Union City,1750.0,,
3.0,2.0,1350.0,Union City,2350.0,1,APARTMENT
3.0,1.5,1100.0,Union City,2000.0,1,APARTMENT
2.0,1.0,1000.0,Union City,1800.0,,
2.0,1.0,945,Union City,1800.0,1,APARTMENT
3.0,1.0,995.0,Union City,2050.0,1,APARTMENT
3.0,2.0,863,Union City,2200.0,1,MULTI_FAMILY
3.0,2.0,715,Union City,2200.0,1,APARTMENT
3.0,1.0,905,Union City,1950.0,1,MULTI_FAMILY
3.0,1.0,1000.0,UNION CITY,1875.0,1897,MULTI_FAMILY
2.0,1.0,966,Union City,1795.0,,
3.0,1.0,1300.0,Union City,2500.0,,
2.0,1.0,1450.0,UNION CITY,2395.0,2005,APARTMENT
2.0,1.0,750.0,UNION CITY,1750.0,,
2.0,1.0,1148.0,Union City,2400.0,1989,APARTMENT
4.0,2.0,827,Englewood Cliffs,3800.0,,
2.0,1.0,1000.0,Union City,1800.0,1,APARTMENT
3.0,2.0,1700.0,NORTH BERGEN,2800.0,2008,CONDO
3.0,2.0,1100.0,Union City,2295.0,,
2.0,2.0,1020,Union City,2250.0,1,APARTMENT
2.0,1.0,605,Union City,1450.0,,
1.0,1.0,984,Union City,2150.0,1,APARTMENT
4.0,1.5,1100.0,Union City,2795.0,,
2.0,1.0,800.0,Union City,1700.0,1,APARTMENT
2.0,2.0,1000.0,Union City,2400.0,2016,APARTMENT
1.0,1.5,800.0,Union City,1700.0,1,APARTMENT
2.0,1.0,1000.0,Union City,1700.0,1,MULTI_FAMILY
3.0,1.0,927.0,Union City,1895.0,1,APARTMENT
1.0,1.0,700.0,Union City,1450.0,1,APARTMENT
2.0,2.0,1000.0,Union City,1700.0,,
2.0,1.0,780.0,Union City,1950.0,1,APARTMENT
2.0,1.0,1097,Union City,1750.0,1,APARTMENT
2.0,1.0,765.0,UNION CITY,1900.0,1960,APARTMENT
1.0,1.0,750,Union City,1200.0,1,APARTMENT
3.0,1.5,949,Union City,2000.0,,
4.0,1.0,1035,Union City,2300.0,1,APARTMENT
1.0,1.0,1081,Union City,1800.0,1,APARTMENT
1.0,1.0,1073,Union City,1350.0,1,APARTMENT
2.0,1.0,864,Union City,1495.0,,
2.0,1.0,829,Union City,1800.0,1,MULTI_FAMILY
2.0,2.0,921,Union City,1995.0,1,APARTMENT
1.0,1.0,1068,Union City,1350.0,1,APARTMENT
2.0,1.0,1000.0,Union City,1850.0,1,APARTMENT
1.0,1.0,700.0,Union City,1900.0,1,TOWNHOUSE
1.0,1.0,761,Union City,1275.0,1,APARTMENT
2.0,1.0,1000.0,Union City,1950.0,1,TOWNHOUSE
2.0,2.0,1100.0,Hoboken,2700.0,1,APARTMENT
2.0,1.0,900.0,Union City,1800.0,2014,APARTMENT
3.0,2.0,3080.0,UNION CITY,2975.0,1929,APARTMENT
2.0,1.0,625,Union City,1650.0,1,MULTI_FAMILY
4.0,1.5,1100.0,Union City,2795.0,1,APARTMENT
2.0,1.0,911,Union City,1650.0,1,MULTI_FAMILY
2.0,1,1095,None,2300.0,,
2.0,1,1095,None,2300.0,,
1.0,1.0,819,Union City,1350.0,,
3.0,1.5,900.0,Union City,2100.0,1,MULTI_FAMILY
2.0,1,1095,None,1590.0,,
2.0,2.0,1450.0,Jersey City,2400.0,1,MULTI_FAMILY
2.0,1.0,750.0,Union City,1645.0,1,APARTMENT
2.0,2.0,1030.0,Union City,2375.0,1,APARTMENT
1.0,1.0,608,Union City,1250.0,,
3.0,1.0,1000.0,Union City,2000.0,1940,APARTMENT
2.0,1.0,858,Union City,1695.0,,
3.0,1.0,1200.0,Union City,2250.0,1,APARTMENT
1.0,1.0,679,Union City,1500.0,1,APARTMENT
3.0,2.0,1500.0,Union City,2100.0,1,APARTMENT
2.0,1.0,1000.0,Union City,1900.0,1,APARTMENT
3.0,1.0,2000.0,Union City,2650.0,1,APARTMENT
1.0,1.0,800.0,UNION CITY,1750.0,1960,CONDO
3.0,2.0,1600.0,Union City,2500.0,2017,APARTMENT
2.0,2.0,1100.0,Union City,2000.0,1,APARTMENT
4.0,2.0,600.0,Union City,4000.0,1,APARTMENT
2.0,2.0,1240.0,Union City,2450.0,,
3.0,1.0,1078,Union City,2300.0,1,MULTI_FAMILY
2.0,1.0,850.0,Union City,1900.0,1,APARTMENT
1.0,1.0,525.0,Union City,1425.0,1,MULTI_FAMILY
1.0,1.0,600.0,Union City,1750.0,1,MULTI_FAMILY
2.0,1.0,833,Union City,1900.0,1,APARTMENT
2.0,1.0,1000.0,Union City,1900.0,1,APARTMENT
1.0,1.0,724.0,Union City,1800.0,1,APARTMENT
1.0,1.0,543.0,Union City,1400.0,1930,HOME_TYPE_UNKNOWN
1.0,1.0,1008,Union City,1395.0,1,TOWNHOUSE
2.0,2.0,1250.0,Union City,2300.0,1,APARTMENT
