zpid, address, city, state, postal_code, price, info, location, property_url, title, lat, lng
2125023194,207 14th St APT 2F,Hoboken,NJ,07030,$2500/mo,2 bds  1 ba  850 sqft,207 14th St APT 2F Hoboken NJ,https://www.zillow.com/homedetails/207-14th-St-APT-2F-Hoboken-NJ-07030/2125023194_zpid/,Apartment for rent,40753399,-74028337
2085556784,14th St,Hoboken,NJ,07030,$2600/mo,2 bds  1 ba  950 sqft,14th St Hoboken NJ,https://www.zillow.com/homedetails/14th-St-Hoboken-NJ-07030/2085556784_zpid/,Condo for rent,40753750,-74028780
2100055720,1129 Washington St,Hoboken,NJ,07030,$3200/mo,2 bds  1 ba  1100 sqft,1129 Washington St Hoboken NJ,https://www.zillow.com/homedetails/1129-Washington-St-Hoboken-NJ-07030/2100055720_zpid/,Apartment for rent,40750200,-74026802
2085558644,Grand St,Hoboken,NJ,07030,$2900/mo,3 bds  1 ba  -- sqft,Grand St Hoboken NJ,https://www.zillow.com/homedetails/Grand-St-Hoboken-NJ-07030/2085558644_zpid/,Apartment for rent,40745710,-74034140
2085558977,1316 Bloomfield St,Hoboken,NJ,07030,$3300/mo,3 bds  1.5 ba  1212 sqft,1316 Bloomfield St Hoboken NJ,https://www.zillow.com/homedetails/1316-Bloomfield-St-Hoboken-NJ-07030/2085558977_zpid/,Apartment for rent,40752743,-74027269
2085559303,299 Bloomfield St,Hoboken,NJ,07030,$3195/mo,2 bds  1.5 ba  950 sqft,299 Bloomfield St Hoboken NJ,https://www.zillow.com/homedetails/299-Bloomfield-St-Hoboken-NJ-07030/2085559303_zpid/,Apartment for rent,40739947,-74030805
2085560239,72 Jackson St # 8,Hoboken,NJ,07030,$2550/mo,2 bds  2 ba  -- sqft,72 Jackson St # 8 Hoboken NJ,https://www.zillow.com/homedetails/72-Jackson-St-8-Hoboken-NJ-07030/2085560239_zpid/,Apartment for rent,40738277,-74041524
2094916971,1st St,Hoboken,NJ,07030,$4050/mo,3 bds  2 ba  1100 sqft,1st St Hoboken NJ,https://www.zillow.com/homedetails/1st-St-Hoboken-NJ-07030/2094916971_zpid/,Apartment for rent,40738740,-74038246
1001447466,None,None,None,None,None,1 $2705+ 2 $3490+ 3 $4800+,1000 Jefferson St Hoboken NJ,https://www.zillow.com/b/1000-jefferson-street-apartments-hoboken-nj-5Xj9zP/,1000 Jefferson Street Apartments,40740393,-74040909
2099861902,222 Bloomfield St # 3,Hoboken,NJ,07030,$3195/mo,2 bds  1.5 ba  975 sqft,222 Bloomfield St # 3 Hoboken NJ,https://www.zillow.com/homedetails/222-Bloomfield-St-3-Hoboken-NJ-07030/2099861902_zpid/,Condo for rent,40739702,-74031370
1001487202,None,None,None,None,None,2 $3295+,235 Hudson St Hoboken NJ,https://www.zillow.com/b/hudson-square-north-hoboken-nj-5XjVXL/,Hudson Square North,40739410,-74028889
1001483623,None,None,None,None,None,0 $2706+ 1 $2969+ 2 $3781+ 3 $5409,77 Park Ave Hoboken NJ,https://www.zillow.com/b/77-park-avenue-hoboken-nj-5XjT4J/,77 Park Avenue,40737139,-74033633
1001522651,None,None,None,None,None,0 $2790+ 1 $3180+,333 River St Hoboken NJ,https://www.zillow.com/b/hoboken-south-waterfront-hoboken-nj-5XjpJn/,Hoboken South Waterfront,40740615,-74027145
1001780202,None,None,None,None,None,1 $2704+ 2 $3709+ 3 $4390,800 Jefferson St Hoboken NJ,https://www.zillow.com/b/courtyard-at-jefferson-hoboken-nj-5XmzYw/,Courtyard at Jefferson,40747560,-74035856
2085568755,205 14th St APT 4F,Hoboken,NJ,07030,$2800/mo,2 bds  1 ba  850 sqft,205 14th St APT 4F Hoboken NJ,https://www.zillow.com/homedetails/205-14th-St-APT-4F-Hoboken-NJ-07030/2085568755_zpid/,Condo for rent,40753477,-74028263
1001485871,None,None,None,None,None,1 $2884+ 2 $3720+ 3 $4859+,51 Garden St Hoboken NJ,https://www.zillow.com/b/observer-park-hoboken-nj-5XjTzB/,Observer Park,40736013,-74032815
1150579413,None,None,None,None,None,1 $3226+ 2 $4178+ 3 $5793,1450 Garden St Hoboken NJ,https://www.zillow.com/b/park-%2b-garden-hoboken-nj-65ZmQW/,Park + Garden,40754409,-74028083
55346559,312 Madison St APT 3B,HOBOKEN,NJ,07030,$3100/mo,2 bds  2 ba  1000 sqft,312 Madison St APT 3B Hoboken NJ,https://www.zillow.com/homedetails/312-Madison-St-APT-3B-Hoboken-NJ-07030/55346559_zpid/,Apartment for rent,40742033,-74038417
38882906,117 Clinton St APT 2FS,Hoboken,NJ,07030,$2395/mo,1 bd  1 ba  729 sqft,117 Clinton St APT 2FS Hoboken NJ,https://www.zillow.com/homedetails/117-Clinton-St-APT-2FS-Hoboken-NJ-07030/38882906_zpid/,Apartment for rent,40738825,-74034963
2085571793,Hudson St,Hoboken,NJ,07030,$2600/mo,1 bd  1 ba  -- sqft,Hudson St Hoboken NJ,https://www.zillow.com/homedetails/Hudson-St-Hoboken-NJ-07030/2085571793_zpid/,Condo for rent,40748360,-74026400
2085571896,Bloomfield St,Hoboken,NJ,07030,$2600/mo,1 bd  1 ba  775 sqft,Bloomfield St Hoboken NJ,https://www.zillow.com/homedetails/Bloomfield-St-Hoboken-NJ-07030/2085571896_zpid/,Apartment for rent,40743610,-74029890
92208575,1300 Park Ave APT 3B,HOBOKEN,NJ,07030,$2850/mo,2 bds  2 ba  900 sqft,1300 Park Ave APT 3B Hoboken NJ,https://www.zillow.com/homedetails/1300-Park-Ave-APT-3B-Hoboken-NJ-07030/92208575_zpid/,Condo for rent,40752861,-74029242
2085572210,1033 Jefferson St # 3,Hoboken,NJ,07030,$2700/mo,2 bds  1 ba  -- sqft,1033 Jefferson St # 3 Hoboken NJ,https://www.zillow.com/homedetails/1033-Jefferson-St-3-Hoboken-NJ-07030/2085572210_zpid/,Apartment for rent,40749904,-74034619
2086190796,Washington St,Hoboken,NJ,07030,$2200/mo,1 bd  1 ba  -- sqft,Washington St Hoboken NJ,https://www.zillow.com/homedetails/Washington-St-Hoboken-NJ-07030/2086190796_zpid/,Apartment for rent,40743370,-74028510
2085572279,747 Madison St # 2,Hoboken,NJ,07030,$2650/mo,2 bds  1 ba  700 sqft,747 Madison St # 2 Hoboken NJ,https://www.zillow.com/homedetails/747-Madison-St-2-Hoboken-NJ-07030/2085572279_zpid/,Apartment for rent,40746740,-74036598
2085572306,737 Adams St,Hoboken,NJ,07030,$2790/mo,3 bds  1 ba  1200 sqft,737 Adams St Hoboken NJ,https://www.zillow.com/homedetails/737-Adams-St-Hoboken-NJ-07030/2085572306_zpid/,Apartment for rent,40746317,-74034753
2085572363,1140 Maxwell Ln,Hoboken,NJ,07030,$3800/mo,1 bd  2 ba  1080 sqft,1140 Maxwell Ln Hoboken NJ,https://www.zillow.com/homedetails/1140-Maxwell-Ln-Hoboken-NJ-07030/2085572363_zpid/,Apartment for rent,40749373,-74025351
2085572386,258 1st St APT 2,Hoboken,NJ,07030,$2395/mo,3 bds  1 ba  1000 sqft,258 1st St APT 2 Hoboken NJ,https://www.zillow.com/homedetails/258-1st-St-APT-2-Hoboken-NJ-07030/2085572386_zpid/,Apartment for rent,40738202,-74034033
2085572428,1003 Hudson St,Hoboken,NJ,07030,$2600/mo,1 bd  1 ba  -- sqft,1003 Hudson St Hoboken NJ,https://www.zillow.com/homedetails/1003-Hudson-St-Hoboken-NJ-07030/2085572428_zpid/,Apartment for rent,40748476,-74026139
40.742435--74.037398,None,None,None,None,None,1 $2200+ 2 $2750,517 4th St Hoboken NJ,https://www.zillow.com/b/517-4th-St-Hoboken-NJ/40.742435-74.037398_ll/,For Rent,40742435,-74037398
2138749187,421 Jackson St APT 3B,Hoboken,NJ,07030,$2195/mo,1 bd  1 ba  618 sqft,421 Jackson St APT 3B Hoboken NJ,https://www.zillow.com/homedetails/421-Jackson-St-APT-3B-Hoboken-NJ-07030/2138749187_zpid/,Apartment for rent,40743785,-74039437
1001487280,None,None,None,None,None,1 $2899+ 2 $3350+,300 Grand St Hoboken NJ,https://www.zillow.com/b/grand-adams-hoboken-nj-5XjVYw/,Grand Adams,40741103,-74035747
1002217947,None,None,None,None,None,1 $2760+ 2 $3665 3 $4550+,205 Hudson St Hoboken NJ,https://www.zillow.com/b/hudson-square-south-hoboken-nj-5XrhtV/,Hudson Square South,40738764,-74029059
1001454331,None,None,None,None,None,1 $3400 2 $4500+,1025 Maxwell Ln Hoboken NJ,https://www.zillow.com/b/1025-Maxwell-Ln-Hoboken-NJ/40.749122-74.027009_ll/,For Rent,40749122,-74027009
2085578524,Jefferson St,Hoboken,NJ,07030,$2900/mo,2 bds  2 ba  1050 sqft,Jefferson St Hoboken NJ,https://www.zillow.com/homedetails/Jefferson-St-Hoboken-NJ-07030/2085578524_zpid/,Apartment for rent,40742540,-74037060
2085578552,Clinton St,Hoboken,NJ,07030,$3000/mo,2 bds  2 ba  1000 sqft,Clinton St Hoboken NJ,https://www.zillow.com/homedetails/Clinton-St-Hoboken-NJ-07030/2085578552_zpid/,Condo for rent,40745550,-74033220
2085578574,3rd St,Hoboken,NJ,07030,$1850/mo,1 bd  1 ba  600 sqft,3rd St Hoboken NJ,https://www.zillow.com/homedetails/3rd-St-Hoboken-NJ-07030/2085578574_zpid/,Apartment for rent,40740310,-74031870
2102763843,Hudson St,Hoboken,NJ,07030,$1595/mo,Studio  1 ba  200 sqft,Hudson St Hoboken NJ,https://www.zillow.com/homedetails/Hudson-St-Hoboken-NJ-07030/2102763843_zpid/,Apartment for rent,40747070,-74026790
2090513594,Madison St,Hoboken,NJ,07030,$1700/mo,1 bd  1 ba  600 sqft,Madison St Hoboken NJ,https://www.zillow.com/homedetails/Madison-St-Hoboken-NJ-07030/2090513594_zpid/,Apartment for rent,40741440,-74038380
2085579441,Clinton St,Hoboken,NJ,07030,$1900/mo,1 bd  1 ba  -- sqft,Clinton St Hoboken NJ,https://www.zillow.com/homedetails/Clinton-St-Hoboken-NJ-07030/2085579441_zpid/,Apartment for rent,40740620,-74033720
2099795216,804 Willow Ave,Hoboken,NJ,07030,$2400/mo,1 bd  1 ba  1000 sqft,804 Willow Ave Hoboken NJ,https://www.zillow.com/homedetails/804-Willow-Ave-Hoboken-NJ-07030/2099795216_zpid/,Apartment for rent,40746839,-74032025
1001550801,None,None,None,None,None,1 $2900+,1401 Hudson St Hoboken NJ,https://www.zillow.com/b/the-berkshire-at-the-shipyard-hoboken-nj-5Xk43H/,The Berkshire at The Shipyard,40752398,-74024939
1001549480,None,None,None,None,None,2 $3365+,1130 Grand St Hoboken NJ,https://www.zillow.com/b/the-rivington-hoboken-nj-5Xk3TK/,The Rivington,40751251,-74032640
1001479030,None,None,None,None,None,1 $2890+ 2 $3850+,1 14th St Hoboken NJ,https://www.zillow.com/b/the-north-constitution-at-the-shipyard-hoboken-nj-5XjR8Y/,The North Constitution at The Shipyard,40752210,-74023682
1108704174,None,None,None,None,None,1 $2887+ 2 $3749+,900 Monroe St Hoboken NJ,https://www.zillow.com/b/vine-hoboken-nj-5wKqfp/,VINE,40749257,-74037642
1001546810,None,None,None,None,None,1 $2840+ 2 $4315+,800 Madison St Hoboken NJ,https://www.zillow.com/b/avalon-hoboken-hoboken-nj-5Xk2Mq/,Avalon Hoboken,40748161,-74036838
2085584023,Hudson St,Hoboken,NJ,07030,$4400/mo,2 bds  2 ba  1260 sqft,Hudson St Hoboken NJ,https://www.zillow.com/homedetails/Hudson-St-Hoboken-NJ-07030/2085584023_zpid/,Apartment for rent,40754200,-74024620
1001716864,None,None,None,None,None,2 $3575+,619 Adams St Hoboken NJ,https://www.zillow.com/b/the-lexington-hoboken-nj-5XmSCK/,The Lexington,40745494,-74034890
1001483183,None,None,None,None,None,2 $3525+,1300 Clinton St Hoboken NJ,https://www.zillow.com/b/the-bexley-hoboken-nj-5XjSsK/,The Bexley,40753054,-74031627
1001482985,None,None,None,None,None,0 $2678+ 1 $2971+ 2 $3450+ 3 $4916+,837 Jersey Ave Jersey City NJ,https://www.zillow.com/b/cast-iron-lofts-jersey-city-nj-5XjSnH/,Cast Iron Lofts,40738774,-74030236
1001551898,None,None,None,None,None,1 $3205+ 2 $4020,2 14th St Hoboken NJ,https://www.zillow.com/b/the-sovereign-at-the-shipyard-hoboken-nj-5Xk4Tf/,The Sovereign at The Shipyard,40752959,-74023599
2095341564,1120 Washington St # 1,Hoboken,NJ,07030,$3500/mo,3 bds  1 ba  1100 sqft,1120 Washington St # 1 Hoboken NJ,https://www.zillow.com/homedetails/1120-Washington-St-1-Hoboken-NJ-07030/2095341564_zpid/,Apartment for rent,40750790,-74027160
1001553002,None,None,None,None,None,1 $2100+ 2 $2750+,406 Jefferson St Hoboken NJ,https://www.zillow.com/b/406-jefferson-hoboken-nj-5Xk4xC/,406 Jefferson,40742725,-74037202
2085585711,520 Hudson St APT 4R,Hoboken,NJ,07030,$2200/mo,2 bds  1 ba  1005 sqft,520 Hudson St APT 4R Hoboken NJ,https://www.zillow.com/homedetails/520-Hudson-St-APT-4R-Hoboken-NJ-07030/2085585711_zpid/,Apartment for rent,40742789,-74028382
2282583618,None,None,None,None,None,2 $4125+,1330 Willow Ave Hoboken NJ,https://www.zillow.com/b/harlow-hoboken-nj-B5xdP9/,Harlow,40753530,-74029738
2107408334,521 Jefferson St APT 1L,Hoboken,NJ,07030,$1500/mo,1 bd  1 ba  650 sqft,521 Jefferson St APT 1L Hoboken NJ,https://www.zillow.com/homedetails/521-Jefferson-St-APT-1L-Hoboken-NJ-07030/2107408334_zpid/,Apartment for rent,40744211,-74036269
2085587334,202 Washington St,Hoboken,NJ,07030,$2300/mo,1 bd  1 ba  570 sqft,202 Washington St Hoboken NJ,https://www.zillow.com/homedetails/202-Washington-St-Hoboken-NJ-07030/2085587334_zpid/,Apartment for rent,40738941,-74030800
1014220459,None,None,None,None,None,1 $1950+ 2 $2400+ 3 $2900+ 4 $3600+,1233 Park Ave Hoboken NJ,https://www.zillow.com/b/northvale-iii-hoboken-nj-5Zwjrj/,Northvale III,40752443,-74028844
1001653661,None,None,None,None,None,1 $2862+ 2 $3793+ 3 $5048,1100 Jefferson St Hoboken NJ,https://www.zillow.com/b/the-artisan-series-hoboken-nj-5XkvsS/,The Artisan Series,40750917,-74034684
1008215683,None,None,None,None,None,1 $1920+ 2 $2500+ 3 $3100+ 4 $3550+,450 5th St Hoboken NJ,https://www.zillow.com/b/midway-apartments-hoboken-nj-5YtgvH/,Midway Apartments,40743519,-74036289
1001553955,None,None,None,None,None,1 $2961+ 2 $3491+,600 Jackson St Hoboken NJ,https://www.zillow.com/b/juliana-hoboken-nj-5Xk5Ld/,Juliana,40745481,-74039803
2098930573,1st St,Hoboken,NJ,07030,$4050/mo,3 bds  2 ba  1400 sqft,1st St Hoboken NJ,https://www.zillow.com/homedetails/1st-St-Hoboken-NJ-07030/2098930573_zpid/,Apartment for rent,40738578,-74037310
2085988802,16th St,Hoboken,NJ,07030,$2800/mo,1 bd  1 ba  780 sqft,16th St Hoboken NJ,https://www.zillow.com/homedetails/16th-St-Hoboken-NJ-07030/2085988802_zpid/,Apartment for rent,40756100,-74028030
38882777,126 Madison St APT 2,HOBOKEN,NJ,07030,$2700/mo,2 bds  1 ba  812 sqft,126 Madison St APT 2 Hoboken NJ,https://www.zillow.com/homedetails/126-Madison-St-APT-2-Hoboken-NJ-07030/38882777_zpid/,Apartment for rent,40739922,-74039001
2088994723,85 Madison St APT 4E,Hoboken,NJ,07030,$2800/mo,2 bds  1 ba  1000 sqft,85 Madison St APT 4E Hoboken NJ,https://www.zillow.com/homedetails/85-Madison-St-APT-4E-Hoboken-NJ-07030/2088994723_zpid/,Condo for rent,40738312,-74039156
38882458,501 1st St,HOBOKEN,NJ,07030,$4050/mo,3 bds  2 ba  1500 sqft,501 1st St Hoboken NJ,https://www.zillow.com/homedetails/501-1st-St-Hoboken-NJ-07030/38882458_zpid/,Apartment for rent,40738594,-74038260
2098115261,233 Clinton St APT 4,Hoboken,NJ,07030,$1900/mo,1 bd  1 ba  -- sqft,233 Clinton St APT 4 Hoboken NJ,https://www.zillow.com/homedetails/233-Clinton-St-APT-4-Hoboken-NJ-07030/2098115261_zpid/,Apartment for rent,40740655,-74034447
1004962240,None,None,None,None,None,1 $2050+,729 Washington St Hoboken NJ,https://www.zillow.com/b/brownstone-1-condominiums-hoboken-nj-5YL3sT/,Brownstone 1 Condominiums,40745828,-74028105
1004191563,None,None,None,None,None,1 $2200 2 $2750+,505 4th St Hoboken NJ,https://www.zillow.com/b/505-4th-St-Hoboken-NJ/40.742566-74.037411_ll/,For Rent,40742566,-74037411
40.751371--74.026916,None,None,None,None,None,2 $2600+,1200 Washington St Hoboken NJ,https://www.zillow.com/b/1200-Washington-St-Hoboken-NJ/40.751371-74.026916_ll/,For Rent,40751371,-74026916
2095106669,704 Grand St APT 3N,Hoboken,NJ,07030,$1975/mo,2 bds  1 ba  650 sqft,704 Grand St APT 3N Hoboken NJ,https://www.zillow.com/homedetails/704-Grand-St-APT-3N-Hoboken-NJ-07030/2095106669_zpid/,Apartment for rent,40746011,-74034359
2099645668,604 Jefferson St APT 4L,Hoboken,NJ,07030,$1750/mo,1 bd  1 ba  -- sqft,604 Jefferson St APT 4L Hoboken NJ,https://www.zillow.com/homedetails/604-Jefferson-St-APT-4L-Hoboken-NJ-07030/2099645668_zpid/,Apartment for rent,40745051,-74036618
2085598952,611 Park Ave APT 1,Hoboken,NJ,07030,$1725/mo,1 bd  1 ba  500 sqft,611 Park Ave APT 1 Hoboken NJ,https://www.zillow.com/homedetails/611-Park-Ave-APT-1-Hoboken-NJ-07030/2085598952_zpid/,Apartment for rent,40744321,-74031327
88858188,601 Observer Hwy APT 502,HOBOKEN,NJ,07030,$5600/mo,3 bds  2 ba  1773 sqft,601 Observer Hwy APT 502 Hoboken NJ,https://www.zillow.com/homedetails/601-Observer-Hwy-APT-502-Hoboken-NJ-07030/88858188_zpid/,Apartment for rent,40737221,-74040795
2128621219,228 Garden St APT 1,Hoboken,NJ,07030,$2575/mo,1 bd  1 ba  900 sqft,228 Garden St APT 1 Hoboken NJ,https://www.zillow.com/homedetails/228-Garden-St-APT-1-Hoboken-NJ-07030/2128621219_zpid/,Apartment for rent,40739892,-74032296
72243215,508 Grand St APT 5L,HOBOKEN,NJ,07030,$2650/mo,2 bds  2 ba  797 sqft,508 Grand St APT 5L Hoboken NJ,https://www.zillow.com/homedetails/508-Grand-St-APT-5L-Hoboken-NJ-07030/72243215_zpid/,Apartment for rent,40743567,-74035103
66466282,501 9th St APT 411,HOBOKEN,NJ,07030,$4000/mo,3 bds  2 ba  1260 sqft,501 9th St APT 411 Hoboken NJ,https://www.zillow.com/homedetails/501-9th-St-APT-411-Hoboken-NJ-07030/66466282_zpid/,Apartment for rent,40748506,-74035841
1004240007,None,None,None,None,None,2 $2750+,208 Grand St Hoboken NJ,https://www.zillow.com/b/208-Grand-St-Hoboken-NJ/40.740245-74.03612_ll/,For Rent,40740245,-74036120
2105407614,635 6th St,Hoboken,NJ,07030,$2500/mo,2 bds  2 ba  1060 sqft,635 6th St Hoboken NJ,https://www.zillow.com/homedetails/635-6th-St-Hoboken-NJ-07030/2105407614_zpid/,Apartment for rent,40745047,-74039102
40.754284--74.025871,None,None,None,None,None,0 $2650+ 1 $2950+,1500 Washington St Hoboken NJ,https://www.zillow.com/b/1500-Washington-St-HOBOKEN-NJ/40.754284-74.025871_ll/,For Rent,40754284,-74025871
2098091549,14th St,Hoboken,NJ,07030,$2175/mo,1 bd  1 ba  1000 sqft,14th St Hoboken NJ,https://www.zillow.com/homedetails/14th-St-Hoboken-NJ-07030/2098091549_zpid/,Apartment for rent,40753265,-74026261
2085615987,133 Clinton St # 1,Hoboken,NJ,07030,$3950/mo,4 bds  2 ba  1400 sqft,133 Clinton St # 1 Hoboken NJ,https://www.zillow.com/homedetails/133-Clinton-St-1-Hoboken-NJ-07030/2085615987_zpid/,Apartment for rent,40739389,-74034823
2085617548,235 Clinton St,Hoboken,NJ,07030,$1900/mo,1 bd  1 ba  -- sqft,235 Clinton St Hoboken NJ,https://www.zillow.com/homedetails/235-Clinton-St-Hoboken-NJ-07030/2085617548_zpid/,Apartment for rent,40739960,-74034715
68302250,63 Madison St APT 2,HOBOKEN,NJ,07030,$2499/mo,1 bd  1 ba  530 sqft,63 Madison St APT 2 Hoboken NJ,https://www.zillow.com/homedetails/63-Madison-St-APT-2-Hoboken-NJ-07030/68302250_zpid/,Apartment for rent,40738185,-74039334
2096737823,Jackson St,Hoboken,NJ,07030,$2550/mo,2 bds  2 ba  -- sqft,Jackson St Hoboken NJ,https://www.zillow.com/homedetails/Jackson-St-Hoboken-NJ-07030/2096737823_zpid/,Apartment for rent,40737894,-74041457
38886143,331 Bloomfield St,HOBOKEN,NJ,07030,$2250/mo,1 bd  1 ba  2625 sqft,331 Bloomfield St Hoboken NJ,https://www.zillow.com/homedetails/331-Bloomfield-St-Hoboken-NJ-07030/38886143_zpid/,Apartment for rent,40741017,-74030423
2110568800,330 Madison St,Hoboken,NJ,07030,$2150/mo,1 bd  1 ba  520 sqft,330 Madison St Hoboken NJ,https://www.zillow.com/homedetails/330-Madison-St-Hoboken-NJ-07030/2110568800_zpid/,Apartment for rent,40742612,-74038359
2085625482,Jackson St,Hoboken,NJ,07030,$7500/mo,4 bds  4 ba  2500 sqft,Jackson St Hoboken NJ,https://www.zillow.com/homedetails/Jackson-St-Hoboken-NJ-07030/2085625482_zpid/,Apartment for rent,40745250,-74039180
2085625527,Jackson St,Hoboken,NJ,07030,$7000/mo,4 bds  4 ba  -- sqft,Jackson St Hoboken NJ,https://www.zillow.com/homedetails/Jackson-St-Hoboken-NJ-07030/2085625527_zpid/,Apartment for rent,40745250,-74039180
2085625524,Madison St,Hoboken,NJ,07030,$2695/mo,1 bd  2 ba  1250 sqft,Madison St Hoboken NJ,https://www.zillow.com/homedetails/Madison-St-Hoboken-NJ-07030/2085625524_zpid/,Apartment for rent,40738910,-74039180
2085625712,Jackson St,Hoboken,NJ,07030,$4700/mo,3 bds  2 ba  -- sqft,Jackson St Hoboken NJ,https://www.zillow.com/homedetails/Jackson-St-Hoboken-NJ-07030/2085625712_zpid/,Apartment for rent,40745250,-74039180
2085626269,Jackson St,Hoboken,NJ,07030,$4800/mo,3 bds  2 ba  -- sqft,Jackson St Hoboken NJ,https://www.zillow.com/homedetails/Jackson-St-Hoboken-NJ-07030/2085626269_zpid/,Apartment for rent,40745250,-74039180
2085626412,Jackson St,Hoboken,NJ,07030,$2900/mo,1 bd  1 ba  800 sqft,Jackson St Hoboken NJ,https://www.zillow.com/homedetails/Jackson-St-Hoboken-NJ-07030/2085626412_zpid/,Apartment for rent,40745250,-74039180
2139060340,1025 Maxwell Ln APT 805,Hoboken,NJ,07030,$6300/mo,3 bds  2 ba  1518 sqft,1025 Maxwell Ln APT 805 Hoboken NJ,https://www.zillow.com/homedetails/1025-Maxwell-Ln-APT-805-Hoboken-NJ-07030/2139060340_zpid/,Apartment for rent,40749283,-74024763
38885287,812 Garden St APT 3,HOBOKEN,NJ,07030,$3500/mo,2 bds  1 ba  1015 sqft,812 Garden St APT 3 Hoboken NJ,https://www.zillow.com/homedetails/812-Garden-St-APT-3-Hoboken-NJ-07030/38885287_zpid/,Apartment for rent,40746755,-74030045
2085632490,122 Jackson St # 3N,Hoboken,NJ,07030,$2550/mo,1 bd  1.5 ba  -- sqft,122 Jackson St # 3N Hoboken NJ,https://www.zillow.com/homedetails/122-Jackson-St-3N-Hoboken-NJ-07030/2085632490_zpid/,Apartment for rent,40740136,-74041064
2109039300,(undisclosed Address),Hoboken,NJ,07030,$2700/mo,1 bd  1 ba  800 sqft,(undisclosed Address) Hoboken NJ,https://www.zillow.com/homedetails/(undisclosed-Address)-Hoboken-NJ-07030/2109039300_zpid/,Apartment for rent,40752660,-74028110
2088274906,Bloomfield St,Hoboken,NJ,07030,$2400/mo,1 bd  1 ba  500 sqft,Bloomfield St Hoboken NJ,https://www.zillow.com/homedetails/Bloomfield-St-Hoboken-NJ-07030/2088274906_zpid/,Apartment for rent,40735600,-74031430
2085632646,321 Bloomfield St # 6,Hoboken,NJ,07030,$1900/mo,2 bds  1 ba  -- sqft,321 Bloomfield St # 6 Hoboken NJ,https://www.zillow.com/homedetails/321-Bloomfield-St-6-Hoboken-NJ-07030/2085632646_zpid/,Apartment for rent,40740756,-74030600
1006768066,None,None,None,None,None,2 $2650+,942 Bloomfield St Hoboken NJ,https://www.zillow.com/b/942-Bloomfield-St-Hoboken-NJ/40.748537-74.028617_ll/,For Rent,40748537,-74028617
2108971896,312 Hudson St # 2,Hoboken,NJ,07030,$1950/mo,1 bd  1 ba  800 sqft,312 Hudson St # 2 Hoboken NJ,https://www.zillow.com/homedetails/312-Hudson-St-2-Hoboken-NJ-07030/2108971896_zpid/,Apartment for rent,40739978,-74029121
2085638170,Clinton St,Hoboken,NJ,07030,$3670/mo,2 bds  2 ba  1002 sqft,Clinton St Hoboken NJ,https://www.zillow.com/homedetails/Clinton-St-Hoboken-NJ-07030/2085638170_zpid/,Apartment for rent,40752650,-74030030
2085638213,Clinton St,Hoboken,NJ,07030,$3635/mo,2 bds  2 ba  975 sqft,Clinton St Hoboken NJ,https://www.zillow.com/homedetails/Clinton-St-Hoboken-NJ-07030/2085638213_zpid/,Apartment for rent,40752650,-74030030
2085638253,Clinton St,Hoboken,NJ,07030,$3585/mo,2 bds  2 ba  935 sqft,Clinton St Hoboken NJ,https://www.zillow.com/homedetails/Clinton-St-Hoboken-NJ-07030/2085638253_zpid/,Apartment for rent,40752650,-74030030
2085638316,Clinton St,Hoboken,NJ,07030,$3575/mo,2 bds  2 ba  909 sqft,Clinton St Hoboken NJ,https://www.zillow.com/homedetails/Clinton-St-Hoboken-NJ-07030/2085638316_zpid/,Apartment for rent,40752650,-74030030
2085638410,Clinton St,Hoboken,NJ,07030,$3560/mo,2 bds  2 ba  900 sqft,Clinton St Hoboken NJ,https://www.zillow.com/homedetails/Clinton-St-Hoboken-NJ-07030/2085638410_zpid/,Apartment for rent,40752650,-74030030
2085638492,Clinton St,Hoboken,NJ,07030,$3525/mo,2 bds  2 ba  875 sqft,Clinton St Hoboken NJ,https://www.zillow.com/homedetails/Clinton-St-Hoboken-NJ-07030/2085638492_zpid/,Apartment for rent,40752650,-74030030
2085638825,Willow Ave,Hoboken,NJ,07030,$4325/mo,2 bds  2 ba  1261 sqft,Willow Ave Hoboken NJ,https://www.zillow.com/homedetails/Willow-Ave-Hoboken-NJ-07030/2085638825_zpid/,Apartment for rent,40752990,-74029920
2085638899,Willow Ave,Hoboken,NJ,07030,$4350/mo,2 bds  2 ba  1210 sqft,Willow Ave Hoboken NJ,https://www.zillow.com/homedetails/Willow-Ave-Hoboken-NJ-07030/2085638899_zpid/,Apartment for rent,40752990,-74029920
2085639013,Willow Ave,Hoboken,NJ,07030,$4125/mo,2 bds  2 ba  1167 sqft,Willow Ave Hoboken NJ,https://www.zillow.com/homedetails/Willow-Ave-Hoboken-NJ-07030/2085639013_zpid/,Apartment for rent,40752990,-74029920
2085639160,Willow Ave,Hoboken,NJ,07030,$4400/mo,2 bds  2 ba  1124 sqft,Willow Ave Hoboken NJ,https://www.zillow.com/homedetails/Willow-Ave-Hoboken-NJ-07030/2085639160_zpid/,Apartment for rent,40752990,-74029920
66466308,812 Grand St APT 304,HOBOKEN,NJ,07030,$3600/mo,2 bds  2 ba  1174 sqft,812 Grand St APT 304 Hoboken NJ,https://www.zillow.com/homedetails/812-Grand-St-APT-304-Hoboken-NJ-07030/66466308_zpid/,Apartment for rent,40748019,-74033681
