-74.04586	40.75737
-74.044847	40.757008
-74.043682	40.756591
-74.043438	40.755747
-74.043406	40.755635
-74.043367	40.755501
-74.043216	40.754922
-74.042979	40.754052
-74.042694	40.753027
-74.042633	40.752832
-74.042562	40.752652
-74.042478	40.752501
-74.042259	40.752296
-74.042109	40.7522
-74.041385	40.751927
-74.040933	40.751756
-74.040497	40.751591
-74.039631	40.751254
-74.03878	40.750922
-74.03762	40.750614
-74.037258	40.751213
-74.037241	40.75124
-74.036533	40.752389
-74.036309	40.752751
-74.035075	40.754845
-74.035012	40.754952
-74.034706	40.755514
-74.034448	40.755974
-74.034311	40.756219
-74.0340165	40.7568945
-74.033806	40.757225
-74.033644	40.7574
-74.033607	40.757433
-74.0327271	40.758675
-74.0326991	40.758871
-74.0325821	40.759242
-74.0317491	40.760371
-74.0291491	40.760514
-74.0277841	40.761748
-74.028238	40.761959
-74.031531	40.763584
-74.03168	40.763695
-74.031614	40.763797
-74.031046	40.764678
-74.030752	40.765135
-74.030647	40.765308
-74.030631	40.765335
-74.030257	40.765948
-74.030234	40.765986
-74.0300401	40.766304
-74.029856	40.766606
-74.029475	40.767232
-74.0291	40.767847
-74.028719	40.768471
-74.028334	40.769071
-74.028088	40.769426
-74.027883	40.769724
-74.0275383	40.7701351
-74.0274871	40.769989
-74.0268945	40.7693429
-74.026445	40.768795
-74.025932	40.768205
-74.025505	40.767647
-74.025423	40.767541
-74.024896	40.768219
-74.0244241	40.768826
-74.0243021	40.768982
-74.0241331	40.769194
-74.0236351	40.769793
-74.0236383	40.7697979
-74.023182	40.770364
-74.022724	40.770953
-74.022505	40.771233
-74.022314	40.771514
-74.02208	40.771859
-74.021963	40.772117
-74.021607	40.772823
-74.021282	40.773418
-74.020953	40.774028
-74.020877	40.774171
-74.020549	40.774631
-74.020406	40.774832
-74.020149	40.775159
-74.020122	40.775194
-74.019641	40.775804
-74.019175	40.776397
-74.018987	40.776637
-74.01866	40.777011
-74.018499	40.777196
-74.017991	40.777517
-74.017257	40.777982
-74.016987	40.778152
-74.016575	40.778422
-74.01588	40.778877
-74.01572	40.778981
-74.015141	40.77936
-74.015117	40.779376
-74.014798	40.779711
-74.016059	40.780241
-74.017572	40.780896
-74.0191021	40.781607
-74.021128	40.782526
-74.021336	40.78226
-74.021464	40.782096
-74.02245	40.782554
-74.023138	40.782873
-74.023259	40.78275
-74.02343	40.782576
-74.023696	40.782322
-74.024337	40.781712
-74.024727	40.781308
-74.02561	40.780394
-74.026097	40.779892
-74.026516	40.779459
-74.026626	40.779345
-74.026853	40.77911
-74.027349	40.778597
-74.027882	40.778046
-74.02842	40.77749
-74.031577	40.779047
-74.031613	40.778328
-74.031621	40.77816
-74.03169	40.777941
-74.031927	40.777663
-74.031968	40.777614
-74.032281	40.777301
-74.032362	40.777105
-74.032369	40.777084
-74.032396	40.77686
-74.032405	40.776791
-74.032401	40.77675
-74.032376	40.776509
-74.032316	40.775906
-74.032186	40.7755
-74.032032	40.77527
-74.031865	40.775107
-74.0321791	40.775107
-74.0327231	40.775107
-74.0329891	40.775081
-74.0330521	40.775065
-74.0332381	40.775016
-74.0334671	40.774897
-74.0337161	40.774673
-74.0342171	40.7742
-74.0345021	40.773913
-74.0347201	40.773693
-74.0348971	40.773509
-74.0349641	40.77344
-74.0352911	40.773092
-74.0355021	40.772818
-74.0356561	40.772608
-74.0356761	40.772559
-74.0359041	40.771999
-74.0360221	40.77171
-74.036042	40.771671
-74.036347	40.771076
-74.036356	40.771067
-74.036478	40.770964
-74.03653	40.770919
-74.036769	40.77079
-74.037716	40.77039
-74.038137	40.770208
-74.038262	40.770154
-74.0386251	40.769932
-74.038894	40.769757
-74.039766	40.769189
-74.040562	40.768671
-74.040907	40.768446
-74.041361	40.767765
-74.041567	40.767459
-74.041724	40.767185
-74.04203	40.766654
-74.042085	40.766542
-74.042339	40.766012
-74.042356	40.765892
-74.04234	40.765669
-74.042326	40.765469
-74.042254	40.764776
-74.04217	40.763959
-74.042114	40.76336
-74.04211	40.763195
-74.042109	40.763128
-74.042105	40.762978
-74.042121	40.762861
-74.042151	40.762634
-74.042333	40.762369
-74.042374	40.762318
-74.042768	40.761824
-74.042879	40.761676
-74.043	40.761513
-74.04332	40.761087
-74.043434	40.760943
-74.043763	40.760503
-74.043889	40.760336
-74.044251	40.759855
-74.044422	40.759487
-74.04444	40.759461
-74.044559	40.759295
-74.044976	40.758669
-74.0453754	40.7580514
-74.04586	40.75737
